id,name,price,features,description
186,Laptop Lenovo Model 186,18778859,"16 inch, Ryzen 3, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
187,Laptop Dell Model 187,11949720,"15.6 inch, Core i3, 32GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
188,Laptop HP Model 188,19931511,"15.6 inch, Core i5, 4GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
189,Laptop Acer Model 189,20776690,"15.6 inch, Ryzen 3, 8GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
190,Laptop Dell Model 190,15987097,"17 inch, Core i7, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
191,Laptop Asus Model 191,15129104,"17 inch, Ryzen 3, 8GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
192,Laptop MSI Model 192,16815051,"16 inch, Apple M1, 32GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
193,Laptop Dell Model 193,12845586,"16 inch, Ryzen 7, 32GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
194,Laptop Asus Model 194,11143749,"16 inch, Ryzen 3, 32GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
195,Laptop Lenovo Model 195,10247797,"15.6 inch, Core i3, 32GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
196,Laptop Apple Model 196,28045989,"13.3 inch, Apple M1, 8GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
197,Laptop HP Model 197,18542726,"14 inch, Ryzen 5, 16GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
198,Laptop Apple Model 198,21714273,"17 inch, Apple M2, 32GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
199,Laptop MSI Model 199,16049715,"15.6 inch, Ryzen 7, 4GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
200,Laptop Dell Model 200,19701753,"14 inch, Core i7, 16GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
201,Laptop Dell Model 201,17894391,"17 inch, Apple M2, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
202,Laptop HP Model 202,26955864,"16 inch, Core i5, 32GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
203,Laptop HP Model 203,17782972,"14 inch, Core i5, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
204,Laptop Dell Model 204,16119494,"15.6 inch, Apple M1, 32GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
205,Laptop Apple Model 205,10624071,"13.3 inch, Apple M1, 4GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
206,Laptop MSI Model 206,22589866,"15.6 inch, Ryzen 3, 8GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
207,Laptop Lenovo Model 207,25658405,"17 inch, Ryzen 3, 8GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
208,Laptop Lenovo Model 208,15577652,"13.3 inch, Core i7, 8GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
209,Laptop Acer Model 209,17435375,"17 inch, Core i7, 32GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
210,Laptop HP Model 210,10965049,"16 inch, Apple M2, 8GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
211,Laptop Lenovo Model 211,17950406,"14 inch, Core i7, 8GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
212,Laptop Lenovo Model 212,29385676,"14 inch, Apple M2, 16GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
213,Laptop HP Model 213,15145869,"16 inch, Ryzen 3, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
214,Laptop Apple Model 214,12856547,"16 inch, Core i7, 4GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
215,Laptop Apple Model 215,15631272,"15.6 inch, Apple M1, 8GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
216,Laptop Dell Model 216,11397431,"15.6 inch, Ryzen 7, 8GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
217,Laptop MSI Model 217,11592746,"15.6 inch, Apple M2, 4GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
218,Laptop HP Model 218,15797685,"14 inch, Core i7, 8GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
219,Laptop Lenovo Model 219,20559827,"15.6 inch, Core i3, 32GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
220,Laptop MSI Model 220,25366503,"13.3 inch, Ryzen 3, 16GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
221,Laptop Asus Model 221,29991186,"16 inch, Apple M2, 32GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
222,Laptop Lenovo Model 222,21904703,"16 inch, Core i5, 8GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
223,Laptop MSI Model 223,21389761,"14 inch, Ryzen 7, 32GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
224,Laptop MSI Model 224,28550529,"14 inch, Apple M1, 8GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
225,Laptop Dell Model 225,10619735,"15.6 inch, Core i7, 16GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
226,Laptop Acer Model 226,28524542,"14 inch, Apple M1, 4GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
227,Laptop Lenovo Model 227,20297921,"14 inch, Core i3, 8GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
228,Laptop MSI Model 228,25303602,"13.3 inch, Core i7, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
229,Laptop MSI Model 229,21843064,"16 inch, Ryzen 3, 4GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
230,Laptop Asus Model 230,22221118,"17 inch, Ryzen 7, 32GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
231,Laptop Lenovo Model 231,19409485,"16 inch, Core i7, 8GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
232,Laptop Dell Model 232,16155518,"14 inch, Ryzen 5, 32GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
233,Laptop Lenovo Model 233,23980375,"16 inch, Ryzen 7, 4GB RAM, 256GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
234,Laptop Asus Model 234,23885716,"16 inch, Core i5, 16GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
235,Laptop HP Model 235,28116809,"17 inch, Ryzen 3, 16GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
236,Laptop Dell Model 236,12357641,"13.3 inch, Core i3, 4GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
237,Laptop Asus Model 237,24852307,"15.6 inch, Apple M2, 16GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
238,Laptop Acer Model 238,19589645,"13.3 inch, Core i5, 16GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
239,Laptop Acer Model 239,25161278,"15.6 inch, Apple M1, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
240,Laptop HP Model 240,21543666,"14 inch, Core i3, 32GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
241,Laptop Acer Model 241,10663852,"13.3 inch, Core i3, 16GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
242,Laptop MSI Model 242,19945069,"17 inch, Apple M2, 32GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
243,Laptop Asus Model 243,18956579,"15.6 inch, Core i3, 32GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
244,Laptop Dell Model 244,12145480,"13.3 inch, Apple M2, 8GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
245,Laptop Apple Model 245,21249322,"13.3 inch, Ryzen 7, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
246,Laptop HP Model 246,12853680,"16 inch, Core i7, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
247,Laptop Lenovo Model 247,12351823,"16 inch, Ryzen 7, 16GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
248,Laptop HP Model 248,28775815,"15.6 inch, Apple M1, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
249,Laptop Dell Model 249,25285421,"14 inch, Apple M1, 16GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
250,Laptop MSI Model 250,20476900,"15.6 inch, Apple M2, 8GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
251,Laptop Acer Model 251,24753238,"14 inch, Apple M1, 16GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
252,Laptop HP Model 252,20676976,"15.6 inch, Ryzen 5, 4GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
253,Laptop Dell Model 253,14993463,"17 inch, Core i3, 8GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
254,Laptop Acer Model 254,27783792,"15.6 inch, Ryzen 3, 4GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
255,Laptop Asus Model 255,26443688,"14 inch, Core i7, 32GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
256,Laptop Dell Model 256,19207511,"17 inch, Apple M2, 8GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
257,Laptop Asus Model 257,19069578,"16 inch, Core i5, 32GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
258,Laptop Apple Model 258,10789107,"14 inch, Core i5, 8GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
259,Laptop Apple Model 259,19532136,"17 inch, Ryzen 3, 32GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
260,Laptop HP Model 260,20659381,"16 inch, Apple M2, 8GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
261,Laptop HP Model 261,23285353,"15.6 inch, Core i3, 32GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
262,Laptop HP Model 262,28597590,"17 inch, Ryzen 7, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
263,Laptop Asus Model 263,29627546,"16 inch, Core i3, 16GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
264,Laptop Dell Model 264,17585708,"14 inch, Ryzen 7, 32GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
265,Laptop HP Model 265,19667506,"16 inch, Ryzen 5, 32GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
266,Laptop Apple Model 266,25299067,"16 inch, Ryzen 3, 8GB RAM, 256GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
267,Laptop Dell Model 267,11162830,"14 inch, Core i5, 16GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
268,Laptop Asus Model 268,12509866,"15.6 inch, Core i3, 4GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
269,Laptop MSI Model 269,26870870,"17 inch, Apple M1, 8GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
270,Laptop MSI Model 270,17563188,"15.6 inch, Core i3, 16GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
271,Laptop Dell Model 271,18730704,"17 inch, Core i3, 4GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
272,Laptop Apple Model 272,15731976,"15.6 inch, Ryzen 7, 4GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
273,Laptop Lenovo Model 273,10845216,"14 inch, Ryzen 3, 16GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
274,Laptop Acer Model 274,16138119,"13.3 inch, Core i3, 16GB RAM, 1TB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
275,Laptop Asus Model 275,23784404,"13.3 inch, Apple M2, 32GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
276,Laptop Acer Model 276,20815455,"13.3 inch, Core i5, 32GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
277,Laptop Apple Model 277,23743689,"16 inch, Core i3, 16GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
278,Laptop Apple Model 278,23762855,"14 inch, Core i5, 16GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
279,Laptop Lenovo Model 279,14388255,"16 inch, Apple M2, 8GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
280,Laptop Lenovo Model 280,19483702,"15.6 inch, Core i3, 32GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
281,Laptop HP Model 281,12251773,"16 inch, Apple M1, 32GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
282,Laptop Acer Model 282,17617874,"13.3 inch, Core i5, 8GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
283,Laptop Apple Model 283,20752041,"16 inch, Apple M2, 4GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
284,Laptop Lenovo Model 284,21523977,"15.6 inch, Ryzen 3, 32GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
285,Laptop Lenovo Model 285,27002677,"15.6 inch, Core i5, 16GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
286,Laptop HP Model 286,18599969,"17 inch, Ryzen 3, 4GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
287,Laptop Dell Model 287,22077149,"17 inch, Ryzen 5, 32GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
288,Laptop Dell Model 288,19502305,"17 inch, Ryzen 3, 16GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
289,Laptop Asus Model 289,12874039,"14 inch, Ryzen 5, 4GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
290,Laptop Lenovo Model 290,23175224,"16 inch, Core i3, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
291,Laptop Apple Model 291,20652272,"13.3 inch, Core i3, 4GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
292,Laptop MSI Model 292,17566926,"14 inch, Ryzen 5, 8GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
293,Laptop HP Model 293,28415452,"16 inch, Ryzen 5, 16GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
294,Laptop HP Model 294,25539726,"15.6 inch, Ryzen 3, 8GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
295,Laptop Lenovo Model 295,25745456,"14 inch, Apple M1, 16GB RAM, 256GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
296,Laptop Acer Model 296,13048484,"16 inch, Core i5, 16GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
297,Laptop HP Model 297,11894881,"13.3 inch, Apple M1, 32GB RAM, 256GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
298,Laptop Lenovo Model 298,21942572,"14 inch, Core i5, 4GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
299,Laptop Lenovo Model 299,11058071,"16 inch, Core i7, 32GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
300,Laptop Lenovo Model 300,25302165,"14 inch, Core i7, 16GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
301,Laptop MSI Model 301,13085711,"14 inch, Core i3, 4GB RAM, 512GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
302,Laptop HP Model 302,18572218,"17 inch, Apple M2, 4GB RAM, 256GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
303,Laptop Dell Model 303,11869862,"17 inch, Ryzen 5, 4GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
304,Laptop HP Model 304,12658242,"17 inch, Core i7, 32GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
305,Laptop Asus Model 305,18784499,"14 inch, Ryzen 3, 4GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
306,Laptop Dell Model 306,25867601,"13.3 inch, Ryzen 7, 32GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
307,Laptop Lenovo Model 307,10818858,"17 inch, Apple M1, 4GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
308,Laptop Lenovo Model 308,18649807,"13.3 inch, Ryzen 3, 8GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
309,Laptop MSI Model 309,27776863,"16 inch, Core i5, 16GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
310,Laptop HP Model 310,12200625,"16 inch, Core i7, 16GB RAM, 512GB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
311,Laptop Acer Model 311,23036318,"17 inch, Ryzen 5, 8GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
312,Laptop Asus Model 312,16208583,"14 inch, Apple M1, 8GB RAM, 512GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
313,Laptop Apple Model 313,12055439,"14 inch, Ryzen 5, 4GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
314,Laptop Dell Model 314,15283678,"15.6 inch, Core i5, 8GB RAM, 512GB SSD","Giá cả phải chăng, cấu hình hợp lý."
315,Laptop Acer Model 315,28866598,"15.6 inch, Apple M1, 4GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
316,Laptop HP Model 316,22435863,"15.6 inch, Core i3, 4GB RAM, 1TB SSD",Phù hợp cho sinh viên và người dùng phổ thông.
317,Laptop Lenovo Model 317,24851284,"14 inch, Core i5, 4GB RAM, 1TB SSD","Giá cả phải chăng, cấu hình hợp lý."
318,Laptop Dell Model 318,27456047,"14 inch, Core i5, 32GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
319,Laptop Dell Model 319,23582047,"13.3 inch, Apple M1, 8GB RAM, 512GB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
320,Laptop Dell Model 320,26181110,"16 inch, Core i3, 16GB RAM, 1TB SSD","Thiết kế mỏng nhẹ, dễ dàng di chuyển."
321,Laptop Acer Model 321,14393845,"16 inch, Ryzen 5, 16GB RAM, 256GB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
322,Laptop Asus Model 322,19995825,"15.6 inch, Core i7, 16GB RAM, 256GB SSD","Giá cả phải chăng, cấu hình hợp lý."
323,Laptop Dell Model 323,25413033,"17 inch, Core i5, 32GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
324,Laptop HP Model 324,16905148,"15.6 inch, Ryzen 5, 16GB RAM, 1TB SSD","Hiệu suất cao, chơi game và làm việc đồ họa mượt mà."
325,Laptop Apple Model 325,11271079,"16 inch, Apple M2, 8GB RAM, 256GB SSD","Laptop hiệu năng ổn định, phù hợp cho công việc văn phòng."
